listing_id,description,room_type,host_name,last_review,price,nbhood_full,last_review_year,review_month
5383005,"Gorgeous, Luxurious, Modern Apt in Williamsburg!",Entire Home/Apt,Alan,2019-06-23,150,"Brooklyn, Williamsburg",2019,June
5384643,Adorable Studio in Heart of BKLYN,Entire Home/Apt,Madeline,2019-06-08,125,"Brooklyn, Fort Greene",2019,June
5389907,House 10 min from Manhattan w/ parking near subway,Entire Home/Apt,Martha &  Remo,2019-01-01,300,"Queens, Astoria",2019,January
5390882,Charming Bedroom in Harlem,Private Room,Charles,2019-06-19,70,"Manhattan, East Harlem",2019,June
5395679,Large Private Room in Spacious Apt,Private Room,Zach,2019-06-24,65,"Queens, Ridgewood",2019,June
5396701,Union square~reno Studio~Terrace,Entire Home/Apt,Host,2019-05-31,130,"Manhattan, East Village",2019,May
5396801,Premium Apartment in Brooklyn,Entire Home/Apt,Alex,2019-06-23,115,"Brooklyn, Sheepshead Bay",2019,June
5397157,Private studio by McCarren Park!,Private Room,Estefania,2019-06-14,94,"Brooklyn, Greenpoint",2019,June
5397568,New York 2 to 8 Guest + Private ROOFTOP SUPERHOST,Entire Home/Apt,Anatha Angèle,2019-06-28,185,"Manhattan, Harlem",2019,June
5404201,Sun-filled Brownstone in Brooklyn,Entire Home/Apt,Gagandeep,2019-06-16,180,"Brooklyn, Prospect Heights",2019,June
5406041,Mod 3 BR duplex-East Village,Private Room,Cara,2019-06-19,100,"Manhattan, East Village",2019,June
5406067,Great Value Great Location!,Private Room,Vanessa,2019-07-02,134,"Manhattan, Kips Bay",2019,July
5406167,Spacious and sunny private room,Private Room,Diego,2019-06-02,49,"Queens, Ridgewood",2019,June
5406187,Sunny Room by Prospect Park,Private Room,Murat,2019-07-07,47,"Brooklyn, Flatbush",2019,July
5409372,Artsy English Basement Apartment,Entire Home/Apt,Patricia,2019-06-24,120,"Brooklyn, Windsor Terrace",2019,June
5410897,Fab Park Slope garden apt w/ patio,Entire Home/Apt,Michael,2019-07-05,169,"Brooklyn, South Slope",2019,July
5411787,Art deco apartment in Bay Ridge,Entire Home/Apt,David,2019-05-27,130,"Brooklyn, Bay Ridge",2019,May
5413565,Artist/Musician Loft (HUGE space!),Entire Home/Apt,Raviv,2019-05-12,122,"Brooklyn, Williamsburg",2019,May
5414911,‚ÄúÁ∫ΩÁ∫¶‰πãÂÆ∂ ‚ÄùÁã¨Á´ãÊ¥óÊâãÈó¥PrivateBathroom,Private Room,Amy,2019-04-08,65,"Queens, Flushing",2019,April
5418312,*PIZZAZZ* Fantastic Studio Apartment-Upper East!,Entire Home/Apt,Juliana,2019-06-30,115,"Manhattan, Upper East Side",2019,June
5418807,Home away From Home in Queens!,Private Room,Stella,2019-06-16,60,"Queens, Bayswater",2019,June
5420456,"clean, quiet, 1 bdrm, great locale",Entire Home/Apt,Michael,2019-06-24,200,"Manhattan, Upper West Side",2019,June
5424042,4 Bedroom Apt On Kissena Park in NYC,Entire Home/Apt,Ann,2019-05-20,259,"Queens, Flushing",2019,May
5430658,nice room in bedstuy F,Private Room,Randy,2019-06-27,70,"Brooklyn, Bedford-Stuyvesant",2019,June
5432089,Manhattan house for large groups,Entire Home/Apt,Patricia,2019-06-01,825,"Manhattan, Harlem",2019,June
5433287,"Perfect Location Downtown, Walk Everywhere!",Entire Home/Apt,Nazieh,2019-06-23,250,"Manhattan, East Village",2019,June
5433746,European eco-chic in trendy Bklyn,Entire Home/Apt,Francis,2019-06-26,142,"Brooklyn, Bedford-Stuyvesant",2019,June
5433967,Bedstuy Garden Half Block to Subway,Entire Home/Apt,Jane,2019-06-20,120,"Brooklyn, Bedford-Stuyvesant",2019,June
5434150,CHARMING NYC Studio Loft NEAR SOHO!,Entire Home/Apt,O,2019-01-25,136,"Manhattan, Greenwich Village",2019,January
5439372,A Historic Harlem Abode,Entire Home/Apt,Eric,2019-06-24,103,"Manhattan, East Harlem",2019,June
5442584,one bedroom in the middle of it all,Entire Home/Apt,Anna,2019-05-09,200,"Manhattan, Theater District",2019,May
5443318,Prime Columbus C~New BLDG~1BR~W/D,Entire Home/Apt,Host,2019-06-09,145,"Manhattan, Hell's Kitchen",2019,June
5445314,Beautiful Artist loft,Private Room,Marcia,2019-06-20,160,"Brooklyn, DUMBO",2019,June
5445743,"Cozy, private room in Bed-Stuy Apt!",Private Room,Sam,2019-03-29,45,"Brooklyn, Bedford-Stuyvesant",2019,March
5458432,Large Industrial Apt. Near Trains & Yankee Stadium,Entire Home/Apt,Farah,2019-06-10,150,"Bronx, Concourse Village",2019,June
5466630,588A Brownstone Hospitality,Entire Home/Apt,Dara,2019-06-16,119,"Brooklyn, Bedford-Stuyvesant",2019,June
5476046,Large Duplex Near Subway! 5bdrm/2ba,Entire Home/Apt,Dee,2019-04-27,500,"Brooklyn, Crown Heights",2019,April
5477876,Stylish Greenpoint Gem,Entire Home/Apt,Vanessa & Christian,2019-06-08,135,"Brooklyn, Greenpoint",2019,June
5478741,"Garden, Walk to Empire State, B'way, Subway 2 Blks",Entire Home/Apt,Marea,2019-06-09,524,"Manhattan, Midtown",2019,June
5481762,Artfully Renovated Brownstone Space,Entire Home/Apt,Tina,2019-01-04,159,"Brooklyn, Bedford-Stuyvesant",2019,January
5482918,Pleasant-Place JFK Private Housings Complex,Private Room,Dean&Paula,2019-05-30,73,"Queens, Springfield Gardens",2019,May
5494750,Home 4 Medical Professionals-Kngbr4,Private Room,Stat,2019-03-30,38,"Brooklyn, East Flatbush",2019,March
5500740,Room Two in sun bathed walk-up_2,Private Room,Douglas,2019-05-05,72,"Manhattan, Washington Heights",2019,May
5502282,Great Room in Williamsburg (uriel),Private Room,Alessandra,2019-06-22,95,"Brooklyn, Williamsburg",2019,June
5504568,Spacious European Room for rent!,Private Room,Lord Daniel,2019-07-04,45,"Brooklyn, Bedford-Stuyvesant",2019,July
5505726,Modern One Bed Apt Near Time Square,Entire Home/Apt,Jardeen,2019-06-21,250,"Manhattan, Hell's Kitchen",2019,June
5507784,Bushwick Artist Loft,Entire Home/Apt,Gilad,2019-06-27,165,"Brooklyn, Williamsburg",2019,June
5509771,"Modern, renovated garden apartment",Entire Home/Apt,Amy,2019-07-07,184,"Brooklyn, Park Slope",2019,July
5509980,‚òÖNEW YORK APT‚òÖ 20 Minutes to Manhattan ‚òÖ1ST Floor,Entire Home/Apt,Rocio & Dejan,2019-06-30,135,"Queens, Ridgewood",2019,June
5510725,Fun in the Heart of Manhattan,Entire Home/Apt,Mekado,2019-06-09,160,"Manhattan, Hell's Kitchen",2019,June
5511036,1BR bottom fl  apt Prospect Heights,Entire Home/Apt,Andre,2019-06-23,99,"Brooklyn, Crown Heights",2019,June
5519207,Chez Jesse Vacation Spot - Garden,Private Room,Jesse,2019-06-13,80,"Manhattan, East Harlem",2019,June
5523413,Oasis in Kensington,Private Room,Janine,2019-05-18,52,"Brooklyn, Kensington",2019,May
5524950,Modern 1 Br Apartment,Entire Home/Apt,Naio,2019-05-19,75,"Manhattan, Washington Heights",2019,May
5525510,Cozy Bohemian Room in New York City,Private Room,Arya,2019-06-23,62,"Manhattan, Chinatown",2019,June
5526210,The TriBeCa Apartment ‚Äî Spacious Living with View,Entire Home/Apt,Ross,2019-06-30,750,"Manhattan, Tribeca",2019,June
5533000,Modern and spacious with backyard,Entire Home/Apt,Dwayne,2019-07-01,250,"Brooklyn, Bushwick",2019,July
5534962,Cozy Getaway in The ‚ù§ of SoHo,Entire Home/Apt,Edythe,2019-07-01,150,"Manhattan, SoHo",2019,July
5538720,A room in the dreamland waiting for,Private Room,Qudsia,2019-05-12,59,"Brooklyn, Flatlands",2019,May
5541897,TOWNHOUSE NEAR RSD PARK - 1 Bedroom Apt & Terrace,Entire Home/Apt,Juliana,2019-07-01,140,"Manhattan, Upper West Side",2019,July
5543210,Sunny Oasis in Carroll Gardens,Private Room,Demetria,2019-05-13,90,"Brooklyn, Columbia St",2019,May
5545560,1892 Brownstone on Landmarked Block,Private Room,Sarah,2019-07-01,250,"Manhattan, Upper West Side",2019,July
5546217,4 bedroom Townhouse/Brownstone/Prospect Park,Entire Home/Apt,Mimi,2019-06-17,190,"Brooklyn, Prospect-Lefferts Gardens",2019,June
5547081,Spacious 2 Story Apt. Near Subway,Entire Home/Apt,Che-Wei,2019-05-14,298,"Brooklyn, Bedford-Stuyvesant",2019,May
5549530,Sun-filled bedroom in East Village / Gramercy NYC,Private Room,Jeff & TJ,2019-07-03,99,"Manhattan, Gramercy",2019,July
5550788,"Cozy 3 and 1/2 bedroom apt ,near Times Square",Private Room,Nya,2019-05-15,95,"Manhattan, Hell's Kitchen",2019,May
5557097,A private room in New York. One block from A,Private Room,Nick,2019-06-27,59,"Manhattan, Washington Heights",2019,June
5557536,The Ruppe Railroad,Entire Home/Apt,Kate,2019-04-27,200,"Queens, Ridgewood",2019,April
5558596,Cozy and Warm 1 bedroom,Entire Home/Apt,Niki,2019-07-01,146,"Manhattan, Upper West Side",2019,July
5562420,Gorgeous 6 BED Family Home / Williamsburg,Entire Home/Apt,Jason,2019-06-21,450,"Brooklyn, Williamsburg",2019,June
5562710,CLEAN & COZY EAST VILLAGE PAD,Entire Home/Apt,Lina,2019-06-21,160,"Manhattan, East Village",2019,June
5567278,Spacious Bright West Village Apt!,Entire Home/Apt,Sam,2019-05-20,220,"Manhattan, West Village",2019,May
5567361,Modern Apt - Vibrant Neighborhood!,Entire Home/Apt,Danica,2019-07-07,120,"Brooklyn, Prospect-Lefferts Gardens",2019,July
5572393,Shared Living and Bathroom Brooklyn Rental,Private Room,Kimesha,2019-06-09,85,"Brooklyn, East New York",2019,June
5588253,"Bright, Clean Room, Ideal location",Private Room,Maria,2019-06-26,60,"Brooklyn, Williamsburg",2019,June
5590387,Village One Bedroom,Private Room,Jenna,2019-06-02,125,"Manhattan, East Village",2019,June
5591612,"Huge 1br, 22min to Manhattan, steps to Prospect Pk",Entire Home/Apt,Nicole,2019-06-23,130,"Brooklyn, Flatbush",2019,June
5593679,Luxury Upper West Side Studio,Entire Home/Apt,Sue,2019-04-30,110,"Manhattan, Upper West Side",2019,April
5593725,Large/comfy/beautiful BR near ABCD Manhattan..!!!,Private Room,Akemi,2019-07-01,60,"Manhattan, Harlem",2019,July
5594865,Large Bedroom in Two Bedroom Apartment,Private Room,Christian,2019-04-24,81,"Manhattan, Lower East Side",2019,April
5604005,Make Yourself At Home NYC,Entire Home/Apt,Merylin & David,2019-06-29,400,"Manhattan, Nolita",2019,June
5604704,Spacious Chique Brooklyn Gem,Entire Home/Apt,Aundre,2019-07-02,160,"Brooklyn, Crown Heights",2019,July
5605209,Cozy Room for 2 in Chinatown/LES,Private Room,Anna & Ben,2019-06-24,110,"Manhattan, Chinatown",2019,June
5605790,So clean so convenient.,Entire Home/Apt,Dwayne,2019-07-03,220,"Brooklyn, Bushwick",2019,July
5605822,Sunny 2 bedroom Apt in Brownstone,Entire Home/Apt,Shean,2019-06-21,135,"Brooklyn, Bedford-Stuyvesant",2019,June
5606308,Amazing 1 BR in Loft in Williamsburg,Private Room,Stephanie,2019-06-22,99,"Brooklyn, Williamsburg",2019,June
5611893,Clean BD: Heart of the East Village,Private Room,Karly,2019-06-24,89,"Manhattan, East Village",2019,June
5615835,"Nice Room with Loft Bed- Manhattan, East Village",Private Room,Christina,2019-05-24,75,"Manhattan, East Village",2019,May
5619149,Vibrant Manhattan Artist Loft,Entire Home/Apt,Lucas,2019-03-01,475,"Manhattan, Financial District",2019,March
5621141,Large Sunny 1BD in Chelsea!,Entire Home/Apt,Cathy,2019-06-30,230,"Manhattan, Chelsea",2019,June
5627418,"Charming, quiet and comfortable 1BR",Entire Home/Apt,Dana,2019-07-02,135,"Brooklyn, Bedford-Stuyvesant",2019,July
5627944,Huge Studio Midtown Manhattan -BEST,Entire Home/Apt,Yedda,2019-06-14,182,"Manhattan, Midtown",2019,June
5632551,"Home 4 Medical Professionals- The ""Zona""",Private Room,Stat,2019-03-02,48,"Brooklyn, Bushwick",2019,March
5636395,"Sunny, comfy and quiet room",Private Room,Nanie,2019-06-21,81,"Brooklyn, Bedford-Stuyvesant",2019,June
5638270,Bohemian Den Sofa-Bed Chinatown NYC,Shared Room,Pablo,2019-06-30,80,"Manhattan, Lower East Side",2019,June
5638917,Spacious and Sunny Studio Loft in Brooklyn,Entire Home/Apt,Vida,2019-06-22,129,"Brooklyn, Greenpoint",2019,June
5641644,Private Cozy Room in Crown Heights,Private Room,Tommy,2019-01-27,35,"Brooklyn, Crown Heights",2019,January
5641857,New York City Historical Brownstone First Floor.,Entire Home/Apt,Naima,2019-06-28,100,"Manhattan, Harlem",2019,June
5642982,Room One in cozy apartment_1,Private Room,Douglas,2019-05-31,82,"Manhattan, Washington Heights",2019,May
5647213,"Experience Brownstone Brooklyn: Comfy, Roomy 2BR",Entire Home/Apt,Margenett,2019-06-20,128,"Brooklyn, Bedford-Stuyvesant",2019,June
5647416,Paris in Manhattan with 2 balconies,Entire Home/Apt,Stephanie,2019-05-23,159,"Manhattan, Upper East Side",2019,May
5649163,Sun drenched 1 bed - few mins walk from subway,Entire Home/Apt,Kizzy,2019-05-26,101,"Brooklyn, Bedford-Stuyvesant",2019,May
5649580,4th fl Large Private Room - Central Park & Rooftop,Private Room,Alexis,2019-03-03,195,"Manhattan, Upper East Side",2019,March
5651523,Modern + Spacious 1 bd w/ the works,Entire Home/Apt,Becca,2019-07-07,160,"Manhattan, East Harlem",2019,July
5651944,5th fl Private Suite & Bath - Central Park,Private Room,Alexis,2019-02-19,195,"Manhattan, Upper East Side",2019,February
5656639,Modern Luxury in brownstone at Central Park,Entire Home/Apt,Clay,2019-05-24,275,"Manhattan, Upper West Side",2019,May
5659180,Brooklyn's Finest!  Huge apt next to train & park!,Entire Home/Apt,Jennifer,2019-04-28,99,"Brooklyn, Flatbush",2019,April
5659417,Charming East Village Nook,Entire Home/Apt,William,2019-06-13,125,"Manhattan, East Village",2019,June
5659666,Andy's Place,Entire Home/Apt,Don,2019-05-30,125,"Brooklyn, Bedford-Stuyvesant",2019,May
5661080,Cozy&Central:EmpireState/Highline/Times Square,Entire Home/Apt,Simone,2019-06-20,165,"Manhattan, Chelsea",2019,June
5661276,1-Br Hell's Kitchen / Times Square,Entire Home/Apt,Steve,2019-07-01,129,"Manhattan, Hell's Kitchen",2019,July
5663222,Elegant Private Studio - Town House,Private Room,Lillybeth & Crystal,2019-06-30,90,"Manhattan, Harlem",2019,June
5670672,Entire Floor of Sunny Brownstone,Entire Home/Apt,Tina,2019-06-21,188,"Brooklyn, Clinton Hill",2019,June
5672615,Room in Big Duplex and Backyard!,Private Room,Mark,2019-05-24,50,"Brooklyn, Crown Heights",2019,May
5678143,Perfect Studio on Ft. Green Park!,Entire Home/Apt,Devin,2019-06-21,130,"Brooklyn, Fort Greene",2019,June
5679557,Charming Brooklyn Brownstone Home - GREAT LOCATION,Entire Home/Apt,C.,2019-07-07,180,"Brooklyn, Park Slope",2019,July
5681742,European Host in Manhattan,Private Room,Maggie,2019-05-23,62,"Manhattan, Harlem",2019,May
5690007,New York City Private Room near Metro,Private Room,Patricio,2019-07-07,75,"Manhattan, Washington Heights",2019,July
5691347,Lovely studio - Clinton Hill/Barclays Center area.,Entire Home/Apt,Nancy,2019-06-13,135,"Brooklyn, Clinton Hill",2019,June
5692807,Charming Two Bedroom in Chelsea 30 days+,Entire Home/Apt,Eric,2019-06-17,250,"Manhattan, Chelsea",2019,June
5694862,Lovely Brooklyn Room & Private Bath,Private Room,Rachel,2019-06-13,125,"Brooklyn, Gowanus",2019,June
5695523,Stay European in Brooklyn,Entire Home/Apt,Irene & Alban,2019-07-03,100,"Brooklyn, Bedford-Stuyvesant",2019,July
5697556,Magical rowhouse and garden in Williamsburg,Entire Home/Apt,Annie,2019-06-28,155,"Brooklyn, Williamsburg",2019,June
5699348,Spacious UES 1 bedroom apartment,Entire Home/Apt,Marie,2019-06-23,165,"Manhattan, Upper East Side",2019,June
5705775,"Bright & Beautiful, Private Garden",Entire Home/Apt,Benjamin,2019-02-20,165,"Brooklyn, Boerum Hill",2019,February
5707711,Cozy & clean private bedroom&bath-LGBTQIA welcome!,Private Room,S,2019-06-18,59,"Queens, Forest Hills",2019,June
5715049,Park Block Studio,Entire Home/Apt,Nick,2019-06-23,181,"Brooklyn, Park Slope",2019,June
5717355,Private 1 BR Apt in Exciting Bushwick,Private Room,Joseph,2019-06-02,90,"Brooklyn, Williamsburg",2019,June
5719742,"Great location, close to everything",Entire Home/Apt,Jeff,2019-06-04,240,"Manhattan, Upper West Side",2019,June
5727850,Beautiful Room Near S. St. Seaport,Private Room,Hans,2019-05-21,70,"Manhattan, Financial District",2019,May
5728014,Cozy & Quiet 1 BR - Lincoln Center,Entire Home/Apt,Allie,2019-01-01,200,"Manhattan, Upper West Side",2019,January
5728502,Hand Crafted Williamsburg Sanctuary,Entire Home/Apt,Danny,2019-06-30,180,"Brooklyn, Williamsburg",2019,June
5729118,REAL LUXURY my SUNNY alcove studio,Entire Home/Apt,Jen,2019-06-12,244,"Manhattan, Upper West Side",2019,June
5729222,Cozy and bright room with a closet,Private Room,Sergii,2019-07-07,40,"Brooklyn, Flatbush",2019,July
5735314,"Large, sunny, private studio Apt 2R",Entire Home/Apt,Adam & Allen,2019-07-04,135,"Brooklyn, Greenpoint",2019,July
5736059,Single room in townhouse with yard!,Private Room,Julien,2019-07-01,65,"Brooklyn, Bedford-Stuyvesant",2019,July
5736925,Park Slope center Garden Studio,Entire Home/Apt,Susan,2019-07-04,140,"Brooklyn, Park Slope",2019,July
5738785,Compact cosy studio with separate kitchen,Entire Home/Apt,Ray,2019-05-19,112,"Queens, East Elmhurst",2019,May
5742615,"Spacious, Renovated 1 BR Loft Apt",Entire Home/Apt,Amy,2019-06-25,149,"Manhattan, Chinatown",2019,June
5748301,"Sleeping in NYC, like home.",Private Room,Alberto,2019-06-26,70,"Queens, Rego Park",2019,June
5749382,Massive Private Bedroom/Bath and Beautiful Terrace,Private Room,Erion,2019-06-03,96,"Manhattan, East Harlem",2019,June
5756476,"Bright, sunny Gramercy apartment!",Entire Home/Apt,Sarah,2019-06-17,150,"Manhattan, Kips Bay",2019,June
5757333,Manhattan Full Apt Next to Subway!,Entire Home/Apt,Matias & Marlana,2019-04-20,350,"Manhattan, Harlem",2019,April
5758234,Soaring Bushwick 3 Bedroom,Entire Home/Apt,Greg,2019-06-18,225,"Brooklyn, Bushwick",2019,June
5760510,Lower East Side Studio !,Entire Home/Apt,Ariel,2019-05-25,110,"Manhattan, Lower East Side",2019,May
5760776,Architects Central SoHo 1BR Home,Entire Home/Apt,Axel,2019-01-02,245,"Manhattan, SoHo",2019,January
5761032,Comfy Bedroom- Artsy Townhouse- Location Location,Private Room,Cheryl,2019-07-03,65,"Manhattan, Harlem",2019,July
5762947,‚ÄúÁ∫ΩÁ∫¶‰πãÂÆ∂‚Äù Áã¨Á´ãÊ¥óÊâãÈó¥PrivateBathroom,Private Room,Amy,2019-05-27,60,"Queens, Flushing",2019,May
5763191,"BEAUTIFUL APT UPPER WEST SIDE, 68St ONLY GIRLS",Shared Room,Nadia,2019-06-23,68,"Manhattan, Upper West Side",2019,June
5770483,Cozy Quiet 1 BR Apt Hell's Kitchen,Entire Home/Apt,Monica,2019-06-14,195,"Manhattan, Hell's Kitchen",2019,June
5771366,Authentic New York Vintage Home,Private Room,"Hans, Sandra & Son",2019-06-30,49,"Staten Island, Tompkinsville",2019,June
5773199,Lovely apartment on Upper West Side,Entire Home/Apt,Aryeh,2019-07-04,150,"Manhattan, Upper West Side",2019,July
5783517,Cozy & Clean #1,Private Room,Fatou,2019-06-26,50,"Brooklyn, Crown Heights",2019,June
5783899,"Live like a local! Queen size bed, private room.",Private Room,Sarah,2019-06-27,100,"Manhattan, East Harlem",2019,June
5783925,"Shared room, full size bed & Skyline view!",Shared Room,Sarah,2019-06-30,50,"Manhattan, East Harlem",2019,June
5789606,Cozy BedRoom in a great location.,Private Room,Loyda,2019-06-29,70,"Manhattan, Morningside Heights",2019,June
5791707,#1 LARGE STUDIO NEAR CENTRAL PARK!,Entire Home/Apt,Nina,2019-06-25,100,"Manhattan, Upper East Side",2019,June
5793707,Lower East Side Minimalist Studio,Entire Home/Apt,Warren & Jessica,2019-06-23,125,"Manhattan, Lower East Side",2019,June
5794806,Brooklyn Soul,Private Room,Linda,2019-01-04,148,"Brooklyn, Flatbush",2019,January
5803875,"New, Modern,  Brooklyn Apartment",Entire Home/Apt,Marc,2019-06-20,114,"Brooklyn, Prospect-Lefferts Gardens",2019,June
5804184,Dreamy belltower room in huge loft,Private Room,John,2019-06-23,45,"Brooklyn, Bushwick",2019,June
5804451,The Perfect Studio in Brooklyn,Entire Home/Apt,Alex,2019-02-26,85,"Brooklyn, Crown Heights",2019,February
5806273,Great and private place to stay in Manhattan!,Private Room,Carlina,2019-06-08,65,"Manhattan, Harlem",2019,June
5806416,Soho/Nolita - Best Location - Large 1 BDRM.,Entire Home/Apt,Marina,2019-06-24,280,"Manhattan, Nolita",2019,June
5806803,White private room with 0min to bus stop,Private Room,Nancy,2019-06-24,65,"Brooklyn, Clinton Hill",2019,June
5806817,"Sleeping in NYC, like home (1).",Private Room,Alberto,2019-06-01,65,"Queens, Rego Park",2019,June
5811500,Cozy Nest 15 Minutes from Manhattan,Private Room,Marina,2019-05-20,54,"Queens, Ridgewood",2019,May
5816130,AWESOME SUNNY ROOM C IN A CHARMING AREA!,Private Room,Katie Graham,2019-03-30,90,"Brooklyn, Bedford-Stuyvesant",2019,March
5816145,AWESOME MODERN ROOM IN CHARMING AREA +SWEET ROOF 2,Private Room,Katie Graham,2019-03-13,90,"Brooklyn, Clinton Hill",2019,March
5816151,AWESOME MODERN ROOM IN CHARMING AREA+ SWEET ROOF B,Private Room,Katie Graham,2019-05-12,90,"Brooklyn, Bedford-Stuyvesant",2019,May
5818551,"Cozy apartment ,in uptown Manhattan",Entire Home/Apt,Mark,2019-05-23,120,"Manhattan, Harlem",2019,May
5823579,Amazing location!!!!!!!  Upper East Side Manhattan,Entire Home/Apt,Todd,2019-06-16,140,"Manhattan, Upper East Side",2019,June
5824543,Private room for 2 (10 min to city) - Females only,Private Room,Qasim,2019-04-30,80,"Bronx, Longwood",2019,April
5825173,Apt. in Classic Brooklyn Brownstone,Entire Home/Apt,Vasuki,2019-06-23,200,"Brooklyn, Crown Heights",2019,June
5826475,NYC Charming Harlem Brownstone w/ private garden!,Private Room,Celine And Ken,2019-07-02,116,"Manhattan, Harlem",2019,July
5826518,Chic Downtown Getaway: Large 1BR Flat,Entire Home/Apt,Kiki,2019-06-30,215,"Manhattan, Chinatown",2019,June
5834668,Phenomenal 1br Loft in Brooklyn,Entire Home/Apt,Vida,2019-06-01,149,"Brooklyn, Greenpoint",2019,June
5839029,Modern Williamsburg Treehouse,Entire Home/Apt,Timothy,2019-05-31,260,"Brooklyn, Williamsburg",2019,May
5846050,Cozy Harlem Stay,Private Room,Jemar,2019-06-03,75,"Manhattan, East Harlem",2019,June
5846745,"Spacious room in fun, quiet house",Private Room,Ame,2019-07-05,115,"Brooklyn, Park Slope",2019,July
5849386,Delightful Lighthouse -Direct Train To JFK Airport,Private Room,Hassan And Patti,2019-06-27,69,"Brooklyn, Bushwick",2019,June
5849810,Traveler‚Äôs Nest - Straight train from JFK Airport,Private Room,Hassan And Patti,2019-06-24,69,"Brooklyn, Bushwick",2019,June
5849991,3 bedroom Apt at $249 per Night.,Entire Home/Apt,Anthony,2019-06-03,249,"Brooklyn, East Flatbush",2019,June
5850040,The Charmer - Straight shot from JFK Arprt!,Private Room,Hassan And Patti,2019-06-24,89,"Brooklyn, Bushwick",2019,June
5850148,"Entire Floor, Private Bathroom -Direct ride to JFK",Private Room,Hassan And Patti,2019-04-22,159,"Brooklyn, Bushwick",2019,April
5856685,Private Room in ‚ÄúHipster Times Square‚Äù,Private Room,Stephanie,2019-04-23,60,"Brooklyn, Williamsburg",2019,April
5857692,Private Room in Williamsburg,Private Room,Cecilia,2019-06-12,62,"Brooklyn, Williamsburg",2019,June
5858505,Fantastic Studio with King bed- Best Location!,Entire Home/Apt,CA & Gray,2019-01-03,165,"Manhattan, Upper East Side",2019,January
5860123,Tall Ceilings & Sunlight Galore,Entire Home/Apt,Benjamin,2019-05-11,172,"Brooklyn, Bedford-Stuyvesant",2019,May
5861303,"Pet friendly, homey 1 BR in Lower East Side, NYC",Entire Home/Apt,LisaMarie,2019-06-28,125,"Manhattan, Lower East Side",2019,June
5861963,One bedroom Apt,Entire Home/Apt,Kristine,2019-03-31,90,"Queens, Astoria",2019,March
5870127,‚ù§Ô∏èLovely Historic Brownstone Charm‚ù§Ô∏è LEGAL LISTING,Entire Home/Apt,Sarah,2019-06-22,185,"Brooklyn, Bedford-Stuyvesant",2019,June
5871372,Tiny Private Artist's Studio in NYC,Entire Home/Apt,Ayesha,2019-07-02,63,"Bronx, Williamsbridge",2019,July
5874326,A nice room and free parking,Private Room,Qudsia,2019-06-23,89,"Brooklyn, Flatlands",2019,June
5881122,"Lovely, bright & cozy room in Manhattan!",Private Room,Dominik,2019-06-10,125,"Manhattan, Lower East Side",2019,June
5882068,Comfortable classy 1br in Ditmas Pk,Entire Home/Apt,Leeore,2019-06-20,85,"Brooklyn, Flatbush",2019,June
5882725,Beautiful Private Williamsburg Suite with Terrace,Entire Home/Apt,Anita,2019-06-25,165,"Brooklyn, Williamsburg",2019,June
5885201,SUNNY ROOM A IN CHARMING AREA :),Private Room,Graham And Ben,2019-06-01,95,"Brooklyn, Bedford-Stuyvesant",2019,June
5885280,CHARMING ROOM A - PRIVATE BALCONY!!,Private Room,Graham And Ben,2019-03-16,95,"Brooklyn, Bedford-Stuyvesant",2019,March
5885396,SUNNY ROOM 2 IN CHARMING AREA :),Private Room,Graham And Ben,2019-05-22,95,"Brooklyn, Clinton Hill",2019,May
5885402,CHARMING ROOM W/ ROOF DECK ACCESS 1 :),Private Room,Graham And Ben,2019-05-28,95,"Brooklyn, Bedford-Stuyvesant",2019,May
5885542,SUNNY ROOM 1 IN CHARMING AREA :),Private Room,Graham And Ben,2019-02-23,95,"Brooklyn, Clinton Hill",2019,February
5889379,"Che' Randall 
SoBro
10 min from Manhattan!",Private Room,Rawn,2019-06-09,65,"Bronx, Longwood",2019,June
5891777,Cozy 1BD side apartment w/parking,Entire Home/Apt,Inessa,2019-05-21,65,"Staten Island, Great Kills",2019,May
5892693,"Large, sunny, private studio Apt 2F",Entire Home/Apt,Adam & Allen,2019-06-13,110,"Brooklyn, Greenpoint",2019,June
5892733,Room in 3 bedroom apt.,Private Room,Don Luis,2019-05-28,47,"Queens, Astoria",2019,May
5893277,Enjoy Views of NYC Skyline,Private Room,Liza,2019-03-25,175,"Queens, Ditmars Steinway",2019,March
5894824,Hotel Gabrielle,Entire Home/Apt,Gabrielle,2019-01-02,105,"Brooklyn, Prospect-Lefferts Gardens",2019,January
5895082,45 Ave 159 st Flushing private room,Private Room,Anna,2019-02-28,55,"Queens, Flushing",2019,February
5897622,Manhattan Columbia Sunny and Quiet Private Studio.,Entire Home/Apt,Tom,2019-07-03,146,"Manhattan, Harlem",2019,July
5899598,1-BdRm Entire Apartment St. George,Entire Home/Apt,Jason,2019-06-20,60,"Staten Island, St. George",2019,June
5905128,European eco-chic in trendy Bklyn 2,Entire Home/Apt,Francis,2019-06-08,83,"Brooklyn, Bedford-Stuyvesant",2019,June
5916713,Williamsburg Sunny Large Loft,Private Room,Zack,2019-06-06,69,"Brooklyn, Williamsburg",2019,June
5919646,*** Gorgeous 2BD apt with Terrace ***,Entire Home/Apt,Mike,2019-07-07,200,"Manhattan, Hell's Kitchen",2019,July
5925343,The Notorious B.N.B. { The William Henry },Private Room,Jessica,2019-06-26,259,"Brooklyn, Clinton Hill",2019,June
