listing_id,description,room_type,host_name,last_review,price,nbhood_full,last_review_year,review_month
2595,Skylit Midtown Castle,Entire Home/Apt,Jennifer,2019-05-21,225,"Manhattan, Midtown",2019,May
3831,Cozy Entire Floor of Brownstone,Entire Home/Apt,LisaRoxanne,2019-07-05,89,"Brooklyn, Clinton Hill",2019,July
5099,Large Cozy 1 BR Apartment In Midtown East,Entire Home/Apt,Chris,2019-06-22,200,"Manhattan, Murray Hill",2019,June
5178,Large Furnished Room Near B'way,Private Room,Shunichi,2019-06-24,79,"Manhattan, Hell's Kitchen",2019,June
5238,Cute & Cozy Lower East Side 1 bdrm,Entire Home/Apt,Ben,2019-06-09,150,"Manhattan, Chinatown",2019,June
5295,Beautiful 1br on Upper West Side,Entire Home/Apt,Lena,2019-06-22,135,"Manhattan, Upper West Side",2019,June
5441,Central Manhattan/near Broadway,Private Room,Kate,2019-06-23,85,"Manhattan, Hell's Kitchen",2019,June
5803,"Lovely Room 1, Garden, Best Area, Legal rental",Private Room,Laurie,2019-06-24,89,"Brooklyn, South Slope",2019,June
6021,Wonderful Guest Bedroom in Manhattan for SINGLES,Private Room,Claudio,2019-07-05,85,"Manhattan, Upper West Side",2019,July
6848,Only 2 stops to Manhattan studio,Entire Home/Apt,Allen & Irina,2019-06-29,140,"Brooklyn, Williamsburg",2019,June
7097,Perfect for Your Parents + Garden,Entire Home/Apt,Jane,2019-06-28,215,"Brooklyn, Fort Greene",2019,June
7322,Chelsea Perfect,Private Room,Doti,2019-07-01,140,"Manhattan, Chelsea",2019,July
7726,Hip Historic Brownstone Apartment with Backyard,Entire Home/Apt,Adam And Charity,2019-06-22,99,"Brooklyn, Crown Heights",2019,June
8024,CBG CtyBGd HelpsHaiti rm#1:1-4,Private Room,Lisel,2019-07-01,130,"Brooklyn, Park Slope",2019,July
8025,CBG Helps Haiti Room#2.5,Private Room,Lisel,2019-01-01,80,"Brooklyn, Park Slope",2019,January
8110,CBG Helps Haiti Rm #2,Private Room,Lisel,2019-07-02,110,"Brooklyn, Park Slope",2019,July
8490,"MAISON DES SIRENES1,bohemian apartment",Entire Home/Apt,Nathalie,2019-06-19,120,"Brooklyn, Bedford-Stuyvesant",2019,June
8505,Sunny Bedroom Across Prospect Park,Private Room,Gregory,2019-06-23,60,"Brooklyn, Windsor Terrace",2019,June
9518,"SPACIOUS, LOVELY FURNISHED MANHATTAN BEDROOM",Private Room,Shon,2019-06-15,44,"Manhattan, Inwood",2019,June
9657,Modern 1 BR / NYC / EAST VILLAGE,Entire Home/Apt,Dana,2019-04-19,180,"Manhattan, East Village",2019,April
9668,front room/double bed,Private Room,Ssameer Or Trip,2019-06-01,50,"Manhattan, Harlem",2019,June
9704,Spacious 1 bedroom in luxe building,Private Room,Teri,2019-06-14,52,"Manhattan, Harlem",2019,June
9782,Loft in Williamsburg Area w/ Roof,Private Room,Andrea,2019-06-15,55,"Brooklyn, Greenpoint",2019,June
9783,back room/bunk beds,Private Room,Ssameer Or Trip,2019-07-01,50,"Manhattan, Harlem",2019,July
10452,Large B&B Style rooms,Private Room,Angela,2019-05-12,70,"Brooklyn, Bedford-Stuyvesant",2019,May
10962,"Lovely room 2 & garden; Best area, Legal rental",Private Room,Laurie,2019-06-21,89,"Brooklyn, South Slope",2019,June
11708,Cute apt in artist's home,Entire Home/Apt,Tyrome,2019-06-22,85,"Brooklyn, Bushwick",2019,June
12048,LowerEastSide apt share shortterm 1,Shared Room,Ben,2019-07-05,40,"Manhattan, Lower East Side",2019,July
12192,ENJOY Downtown NYC!,Private Room,Edward,2019-06-21,68,"Manhattan, East Village",2019,June
12299,Beautiful Sunny Park Slope Brooklyn,Entire Home/Apt,Abdul,2019-05-27,120,"Brooklyn, South Slope",2019,May
12318,West Side Retreat,Private Room,Cyn,2019-06-16,135,"Manhattan, Upper West Side",2019,June
12343,BEST BET IN HARLEM,Entire Home/Apt,Earl,2019-06-13,150,"Manhattan, Harlem",2019,June
12627,Entire apartment in central Brooklyn neighborhood.,Entire Home/Apt,Rana,2019-06-05,150,"Brooklyn, Prospect-Lefferts Gardens",2019,June
12937,"1 Stop fr. Manhattan! Private Suite,Landmark Block",Private Room,Orestes,2019-07-01,130,"Queens, Long Island City",2019,July
12940,Charming Brownstone 3 - Near PRATT,Entire Home/Apt,Adreinne,2019-05-25,110,"Brooklyn, Bedford-Stuyvesant",2019,May
13394,Fort Greene brownstone,Private Room,Alexander,2019-06-17,80,"Brooklyn, Fort Greene",2019,June
13808,Blue Room for 2 in Brownstone for $1350 monthly,Private Room,JT And Tiziana,2019-06-16,80,"Brooklyn, Bedford-Stuyvesant",2019,June
14287,Cozy 1BD on Central Park West in New York City,Entire Home/Apt,Joya,2019-07-07,151,"Manhattan, Upper West Side",2019,July
14290,* ORIGINAL BROOKLYN LOFT *,Entire Home/Apt,James,2019-05-17,228,"Brooklyn, Williamsburg",2019,May
14314,Greenpoint Place...Has It All!,Entire Home/Apt,Jeanne,2019-06-29,144,"Brooklyn, Greenpoint",2019,June
14322,Beautiful Apartment in Manhattan!!!,Entire Home/Apt,Francesca,2019-03-25,200,"Manhattan, Kips Bay",2019,March
14377,Williamsburg 1 bedroom Apartment,Entire Home/Apt,Joanna,2019-06-22,150,"Brooklyn, Williamsburg",2019,June
14991,"Great Location, Manhattan Bedroom!",Private Room,Bianca,2019-05-18,110,"Manhattan, Lower East Side",2019,May
15220,Best Location in NYC! TIMES SQUARE!,Private Room,Luiz,2019-06-09,69,"Manhattan, Hell's Kitchen",2019,June
15338,Room in Greenpoint Loft w/ Roof,Private Room,Andrea,2019-06-04,49,"Brooklyn, Greenpoint",2019,June
15341,**Bright Nolita Apt w Doorman/Elevators/Gym**,Entire Home/Apt,Ted,2019-06-29,180,"Manhattan, SoHo",2019,June
15385,"Very, very cozy place",Private Room,Cristina,2019-06-30,80,"Brooklyn, Williamsburg",2019,June
15711,2 bedroom - Upper East Side-great for kids,Entire Home/Apt,D,2019-03-30,250,"Manhattan, Upper East Side",2019,March
16326,Comfortable 4-bedroom apt in family house.,Entire Home/Apt,Dimitri,2019-01-26,200,"Brooklyn, Prospect Heights",2019,January
16421,Your Heaven in Hells Kitchen,Private Room,Mark,2019-05-16,52,"Manhattan, Hell's Kitchen",2019,May
16580,"Sunny, Modern room in East Village!",Private Room,Reka,2019-07-01,80,"Manhattan, East Village",2019,July
16595,*HAVEN LOFT - Entire Floor - Six Windows - Bricks*,Entire Home/Apt,Daniel,2019-06-23,275,"Brooklyn, Williamsburg",2019,June
16821,Large Room in Amazing East Village Apt,Private Room,Casey,2019-06-21,99,"Manhattan, East Village",2019,June
16974,SpaHa Loft: Enormous and Bright,Entire Home/Apt,Robin,2019-06-23,225,"Manhattan, East Harlem",2019,June
17092,Cool Room in Hell's Kitchen,Private Room,Enzo,2019-06-01,51,"Manhattan, Hell's Kitchen",2019,June
17693,"HARLEM, NEW YORK WELCOMES YOU!!",Private Room,Tye And Etienne,2019-06-18,65,"Manhattan, Washington Heights",2019,June
17747,BLUE TRIM GUEST HOUSE,Private Room,George,2019-06-26,105,"Brooklyn, Clinton Hill",2019,June
18127,Charming East Village One Bedroom Flat,Entire Home/Apt,Josh,2019-01-02,190,"Manhattan, East Village",2019,January
18152,Manhattan Room,Private Room,Victoria,2019-07-09,200,"Manhattan, Upper East Side",2019,July
18198,Little King of Queens,Private Room,Justin,2019-05-31,70,"Queens, Woodside",2019,May
18590,Fort Greene Retreat on the Park,Private Room,Blaise,2019-06-16,95,"Brooklyn, Fort Greene",2019,June
18728,Beautiful Meatpacking District Loft,Private Room,DAVID And RICK,2019-05-28,150,"Manhattan, Chelsea",2019,May
18764,Cozy 2 BR in Williamsburg,Private Room,Lulú,2019-04-22,145,"Brooklyn, Williamsburg",2019,April
19159,Spacious luminous apt Upper West NYC,Entire Home/Apt,Sybilla,2019-03-23,110,"Manhattan, Harlem",2019,March
19169,Entire 2 Bedroom - Large & Sunny,Entire Home/Apt,JoLynn,2019-06-30,285,"Manhattan, Lower East Side",2019,June
19282,"Sunny, Spacious Top Floor Haven",Entire Home/Apt,Gaia,2019-06-15,130,"Brooklyn, Flatbush",2019,June
19319,Private room Great Deal at Lower East Side,Private Room,Ana,2019-04-08,94,"Manhattan, Lower East Side",2019,April
20299,Oh glorious spring!,Private Room,Edward,2019-06-30,60,"Manhattan, East Village",2019,June
20611,Cozy Bedroom in Williamsburg 3 BR,Private Room,Lulú,2019-06-22,85,"Brooklyn, Williamsburg",2019,June
20724,Sunny room+Pvte office in huge loft,Private Room,Augustin,2019-05-26,65,"Brooklyn, Bushwick",2019,May
20734,Spacious Prospect Heights Apartment,Entire Home/Apt,Sean & Lynette,2019-06-27,131,"Brooklyn, Prospect Heights",2019,June
20755,"Large Parlor Room, Landmark Home 1 block to PRATT",Private Room,Erica,2019-05-31,98,"Brooklyn, Clinton Hill",2019,May
20853,2-bed brownstone duplex + garden,Entire Home/Apt,Tracy,2019-05-21,250,"Brooklyn, Prospect Heights",2019,May
21293,Sunny Apartment in Artist Home,Entire Home/Apt,Tyrome,2019-06-18,105,"Brooklyn, Bushwick",2019,June
21456,Light-filled classic Central Park,Entire Home/Apt,Dana,2019-07-07,140,"Manhattan, Upper West Side",2019,July
21794,COZY QUIET room 4 DOOGLERS!,Private Room,Olan,2019-05-01,98,"Manhattan, Chelsea",2019,May
22918,loft bed - near transportation-15min to times sq,Private Room,Ssameer Or Trip,2019-01-03,60,"Manhattan, Harlem",2019,January
23135,House On Henry (3rd FLR Suite),Entire Home/Apt,Annette,2019-06-24,175,"Brooklyn, Carroll Gardens",2019,June
23686,2000 SF 3br 2bath West Village private  townhouse,Entire Home/Apt,Ann,2019-05-18,500,"Manhattan, West Village",2019,May
24143,"Williamsburg‚ÄîSteps To Subway, Private Bath&Balcony",Private Room,Seth,2019-05-29,101,"Brooklyn, Williamsburg",2019,May
25235,Large 2 Bedroom Great for Groups!,Entire Home/Apt,Shelly,2019-06-28,125,"Brooklyn, Bedford-Stuyvesant",2019,June
25696,"1,800 sq foot in luxury building",Private Room,Dena,2019-06-23,100,"Manhattan, Harlem",2019,June
26362,"Times Square, Safe, Clean and Cozy!",Private Room,Luiz,2019-06-16,59,"Manhattan, Hell's Kitchen",2019,June
26520,"Cozy Room #3, Landmark Home 1 Block to PRATT",Private Room,Erica,2019-06-02,125,"Brooklyn, Clinton Hill",2019,June
26969,2 story family home in Williamsburg,Entire Home/Apt,Alexandra,2019-06-23,325,"Brooklyn, Williamsburg",2019,June
27006,Comfortable UWS 2-BD Family-Friendly Brownstone,Entire Home/Apt,Stacy,2019-04-27,235,"Manhattan, Upper West Side",2019,April
27385,Great Large 1 BR apt  in East Village!,Entire Home/Apt,Bruce,2019-06-07,225,"Manhattan, East Village",2019,June
27531,Eveland Private Bed & Living Room w/ Own Entrance,Private Room,Evelyn,2019-05-20,99,"Brooklyn, South Slope",2019,May
27644,Sugar Hill Rest Stop,Entire Home/Apt,Emma,2019-07-01,170,"Manhattan, Harlem",2019,July
27759,apartment next to Central park,Entire Home/Apt,Sylvie,2019-06-26,170,"Manhattan, Upper West Side",2019,June
29013,B & B Room 1,Private Room,Angela,2019-05-14,70,"Brooklyn, Bedford-Stuyvesant",2019,May
29455,ACCOMMODATIONS GALORE #1,Entire Home/Apt,Laurine,2019-06-20,120,"Manhattan, Harlem",2019,June
29628,Sunny Room in New Condo,Private Room,Chris,2019-07-03,89,"Brooklyn, Clinton Hill",2019,July
29683,Stylish & Sleek Apartment Near SoHo!,Entire Home/Apt,Uli,2019-06-25,185,"Manhattan, East Village",2019,June
30031,NYC artists‚Äô loft with roof deck,Private Room,Sol,2019-05-20,50,"Brooklyn, Greenpoint",2019,May
30927,Unique & Charming small 1br Apt. LES,Entire Home/Apt,Cs,2019-06-14,105,"Manhattan, Lower East Side",2019,June
31130,Most Central Location!,Private Room,Lara,2019-05-26,130,"Manhattan, Hell's Kitchen",2019,May
31555,Luminous Beautiful West Village Studio,Entire Home/Apt,Tom,2019-07-01,115,"Manhattan, West Village",2019,July
31902,Sanctuary in East Flatbush,Private Room,Sunder,2019-01-01,77,"Brooklyn, Flatlands",2019,January
31994,Room with En Suite Bathroom & Deck,Private Room,Waldemar,2019-06-24,76,"Brooklyn, Clinton Hill",2019,June
32023,FLAT MACDONOUGH,Entire Home/Apt,Khem,2019-06-23,125,"Brooklyn, Bedford-Stuyvesant",2019,June
32037,Huge Private  Floor at The Waverly,Private Room,Sahr,2019-07-01,135,"Brooklyn, Clinton Hill",2019,July
32965,FLAT MACDONOUGH GARDEN,Entire Home/Apt,Khem,2019-06-20,115,"Brooklyn, Bedford-Stuyvesant",2019,June
32969,Light filled Williamsburg Apartment,Entire Home/Apt,Katherine,2019-07-02,160,"Brooklyn, Williamsburg",2019,July
33009,Retreat in Williamsburg,Entire Home/Apt,Ming,2019-06-17,195,"Brooklyn, Williamsburg",2019,June
33014,NYC Zen,Entire Home/Apt,Paula,2019-06-17,195,"Manhattan, East Village",2019,June
33223,Cozy BR in Wiliamsburg 3 Bedroom,Private Room,Lulú,2019-06-22,80,"Brooklyn, Williamsburg",2019,June
34760,Sunny Room in Old Historical Brooklyn Townhouse,Private Room,Obed,2019-06-29,44,"Brooklyn, Fort Greene",2019,June
35526,Sun Filled Classic West Village Apt,Private Room,Karen,2019-06-22,156,"Manhattan, West Village",2019,June
36133,Classic Artist Loft Williamsburg,Private Room,White,2019-06-13,125,"Brooklyn, Williamsburg",2019,June
36703,"Sunny, clean 1 bdrm in W. Village",Entire Home/Apt,Karene,2019-03-31,225,"Manhattan, West Village",2019,March
38638,Light and Airy Upper East Side 1 BDR apartment,Entire Home/Apt,Sara,2019-06-26,219,"Manhattan, Upper East Side",2019,June
39267,CENTRAL PARK LOFT all for YOU,Entire Home/Apt,Marie,2019-06-08,99,"Manhattan, Upper East Side",2019,June
39282,Indie-Chic Share In Williamsburg,Private Room,Gus,2019-05-28,69,"Brooklyn, Williamsburg",2019,May
39593,"A room w/ a Manhattan view, longer stay",Private Room,Myung,2019-04-12,79,"Queens, Sunnyside",2019,April
39704,"Private, Large & Sunny 1BR w/W&D",Entire Home/Apt,Renée,2019-06-22,135,"Brooklyn, Bedford-Stuyvesant",2019,June
41348,* Spacious GARDEN Park Slope Duplex* 6 people max,Entire Home/Apt,Syl,2019-07-06,250,"Brooklyn, Gowanus",2019,July
42580,Parlor Room In Victorian Townhouse,Private Room,Waldemar,2019-06-24,70,"Brooklyn, Clinton Hill",2019,June
42729,House On Henry (2nd FLR Suite),Entire Home/Apt,Annette,2019-06-18,165,"Brooklyn, Carroll Gardens",2019,June
42882,New York room with a view,Private Room,Newyorkroomwithaview,2019-06-13,70,"Staten Island, St. George",2019,June
43957,Sunny cozy room in Brklyn townhouse,Private Room,Tessa,2019-06-19,50,"Brooklyn, Bushwick",2019,June
44096,Room with a View,Private Room,Waundell,2019-07-04,40,"Bronx, Highbridge",2019,July
44212,West Inn 2 - East Village,Private Room,Bruce,2019-06-23,125,"Manhattan, East Village",2019,June
44221,Financial District Luxury Loft,Entire Home/Apt,Coral,2019-06-20,196,"Manhattan, Financial District",2019,June
44229,BROOKLYN VICTORIAN STYLE SUITE.....,Private Room,Carol,2019-06-24,110,"Brooklyn, Fort Greene",2019,June
44288,Your own Lovely West Village Studio,Entire Home/Apt,Sara,2019-06-01,170,"Manhattan, West Village",2019,June
44506,ACCOMMODATIONS GALORE#3. 1-5 GUESTS,Entire Home/Apt,Laurine,2019-05-26,165,"Manhattan, Harlem",2019,May
45556,"Fort Greene, Brooklyn: Center Bedroom",Private Room,Doug,2019-06-30,65,"Brooklyn, Fort Greene",2019,June
45910,Beautiful Queens Brownstone! - 5BR,Entire Home/Apt,Mark,2019-05-12,350,"Queens, Ridgewood",2019,May
45936,Couldn't Be Closer To Columbia Uni,Private Room,Rahul,2019-05-14,99,"Manhattan, Morningside Heights",2019,May
45940,Bright Spacious Luxury Condo,Entire Home/Apt,Miyoung,2019-04-08,200,"Brooklyn, Williamsburg",2019,April
46544,Park Slope haven 15 mins from Soho,Entire Home/Apt,Monica,2019-06-05,150,"Brooklyn, Park Slope",2019,June
46723,SAFE  AND BEAUTIFUL ACCOMODATION,Private Room,Marylyn,2019-05-19,90,"Brooklyn, Bedford-Stuyvesant",2019,May
46911,Large Room in private Brownstone in Park Slope,Private Room,Kathleen R.,2019-06-24,120,"Brooklyn, Prospect Heights",2019,June
47199,"NEW YORK CITY, 1 BDRM.(NEAR CENTRAL PARK & METRO)",Private Room,Teresa,2019-06-24,75,"Manhattan, Upper East Side",2019,June
47926,LUX APT IN TIMES SQUARE NEW BUILDING,Entire Home/Apt,Claudia,2019-06-26,275,"Manhattan, Hell's Kitchen",2019,June
48719,Designer 1 BR Duplex w/ Terrace- Spectacular Views,Entire Home/Apt,Shane,2019-06-15,299,"Manhattan, Lower East Side",2019,June
50447,Lovely Apt & Garden;  Legal;  Best Area; Amenities,Entire Home/Apt,Laurie,2019-06-22,135,"Brooklyn, South Slope",2019,June
51485,Lower East Side $57~/night,Private Room,Erina,2019-06-22,83,"Manhattan, Lower East Side",2019,June
51572,Prime Location in Manhattan,Private Room,Lee,2019-06-18,123,"Manhattan, Chelsea",2019,June
51850,( F) Excellent/Pvt Rm,Private Room,Jullett,2019-05-20,55,"Queens, Jamaica",2019,May
53137,"Quiet, sunny Midtown Manhattan apt.",Entire Home/Apt,Marlaine,2019-07-01,195,"Manhattan, Hell's Kitchen",2019,July
53477,3 floors of luxury!,Entire Home/Apt,Mark,2019-04-27,265,"Queens, Middle Village",2019,April
54158,The Institute‚ÄîHeart of Williamsburg,Entire Home/Apt,Bob,2019-06-20,249,"Brooklyn, Williamsburg",2019,June
54508,Sml Rm in pr Brst  Park Sl great for Med/students,Private Room,Kathleen R.,2019-06-06,100,"Brooklyn, Prospect Heights",2019,June
54544,City Room - Private Penthouse Apt.,Entire Home/Apt,Wayne,2019-06-22,121,"Manhattan, Harlem",2019,June
54626,Cozy bedroom by Yankee Stadium,Private Room,Waundell,2019-06-30,45,"Bronx, Highbridge",2019,June
54860,Great apartment with private bathroom and entrance,Private Room,Jenny,2019-06-23,100,"Manhattan, East Harlem",2019,June
55467,Private Garden Apt ‚Ä¢ New Renovation,Entire Home/Apt,Paul,2019-07-02,140,"Brooklyn, Williamsburg",2019,July
55498,Modern comfort in art infused landmark Brownstone,Private Room,Tami,2019-07-01,71,"Brooklyn, Bedford-Stuyvesant",2019,July
55737,Sleek & Comfortable Soho Apt,Entire Home/Apt,Pete,2019-05-19,199,"Manhattan, West Village",2019,May
55959,Spacious Williamsburg Share w/ LOFT BED,Private Room,Gus,2019-06-10,69,"Brooklyn, Williamsburg",2019,June
56467,Cozy East Village Railroad 1 Bed!,Entire Home/Apt,Leonardo,2019-07-01,130,"Manhattan, East Village",2019,July
56525,1 Bedroom Loft w/ Private Roof Deck,Entire Home/Apt,Alex,2019-06-13,195,"Brooklyn, Greenpoint",2019,June
56859,City Room - Private & Comfy Bedroom,Private Room,Wayne,2019-06-03,64,"Manhattan, Harlem",2019,June
57166,Elegant NYC Pad,Entire Home/Apt,Vasili,2019-06-17,140,"Queens, Ditmars Steinway",2019,June
57297,"Clean & bright 1BR in Cobble Hill, GREAT location!",Entire Home/Apt,S.M.,2019-06-24,159,"Brooklyn, Cobble Hill",2019,June
57468,"Modern, Large East Village Loft",Entire Home/Apt,Ori,2019-06-23,189,"Manhattan, East Village",2019,June
57618,"Great new apt, close to everything",Entire Home/Apt,Ana,2019-06-09,250,"Manhattan, Hell's Kitchen",2019,June
57740,Quiet & Clean Retreat in the City,Entire Home/Apt,I,2019-05-24,239,"Manhattan, East Village",2019,May
57754,Stylish Large Gramercy Loft!,Entire Home/Apt,R,2019-06-30,305,"Manhattan, Flatiron District",2019,June
57874,The Brownstone-Luxury 1 Bd Apt/NYC,Entire Home/Apt,Simon,2019-06-26,155,"Manhattan, Harlem",2019,June
58059,PRIVATE Room on Historic Sugar Hill,Private Room,Agnes,2019-07-03,60,"Manhattan, Harlem",2019,July
58062,South Slope Green,Private Room,Linda,2019-05-17,135,"Brooklyn, Windsor Terrace",2019,May
58467,"17 Flr. Manhattan Views, Nr. Subway",Private Room,Dave,2019-05-08,120,"Manhattan, Roosevelt Island",2019,May
59014,"Spacious 1BR, Adorable Clean Quiet",Entire Home/Apt,Drica,2019-01-02,150,"Manhattan, Lower East Side",2019,January
59642,Franklin St Flat in Trendy Greenpoint Brooklyn,Entire Home/Apt,Betty,2019-05-19,135,"Brooklyn, Greenpoint",2019,May
59709,"Artistic, Cozy, and Spacious w/ Patio! Sleeps 5",Entire Home/Apt,Ricardo & Ashlie,2019-07-01,250,"Manhattan, Chinatown",2019,July
60164,"Beautiful, elegant 3 bed SOHO loft",Entire Home/Apt,Harrison,2019-06-23,500,"Manhattan, SoHo",2019,June
60457,Spacious Greenwich Village Apt,Entire Home/Apt,Jessica,2019-05-11,225,"Manhattan, Greenwich Village",2019,May
60666,City Room - Private Luxury Suite,Private Room,Wayne,2019-06-11,92,"Manhattan, Harlem",2019,June
60680,The gem of the East Village,Entire Home/Apt,Mich,2019-06-20,99,"Manhattan, East Village",2019,June
60948,ACCOMMODATIONS GALORE #2,Entire Home/Apt,Laurine,2019-06-20,140,"Manhattan, East Harlem",2019,June
61406,Great room in great location,Private Room,Bethania,2019-06-01,80,"Manhattan, Harlem",2019,June
61492,Exclusive Room with Private Bath in  LES,Private Room,Tunji,2019-06-23,120,"Manhattan, Chinatown",2019,June
61509,"Quiet, clean midtown apt w. elevato",Entire Home/Apt,Anna/Fonzy,2019-04-30,110,"Manhattan, Midtown",2019,April
62095,BK Sweet Suite w/Kitchen&FullBath,Entire Home/Apt,Colette&Sean,2019-06-14,65,"Brooklyn, East Flatbush",2019,June
62427,Great East Village Apartment Rental,Entire Home/Apt,Brie,2019-05-26,130,"Manhattan, East Village",2019,May
62430,BROWNSTONE SUNDRENCHED BEAUTY,Entire Home/Apt,Sheila,2019-06-22,99,"Brooklyn, Bushwick",2019,June
62452,A SpeciaL!! Private Room in NY,Private Room,Lissette,2019-06-25,36,"Staten Island, Tompkinsville",2019,June
62461,B NYC Staten Alternative...,Private Room,Lissette,2019-06-10,37,"Staten Island, Tompkinsville",2019,June
62787,C Private Room By The Ferry,Private Room,Lissette,2019-07-02,37,"Staten Island, Tompkinsville",2019,July
62891,Smallest House In The Village,Entire Home/Apt,Olivia,2019-05-24,175,"Manhattan, East Village",2019,May
62903,Beautiful modern studio apartment in heart of NYC,Entire Home/Apt,Daniel,2019-06-21,205,"Manhattan, Chelsea",2019,June
62925,Beautiful Landmarked Duplex,Entire Home/Apt,Maya,2019-06-16,285,"Brooklyn, Greenpoint",2019,June
63299,BROOKLYN > Guest Room w/ Queen Bed in Williamsburg,Private Room,Scott,2019-06-23,59,"Brooklyn, Williamsburg",2019,June
63320,D Private Che@p Room 2 Explore NYC,Private Room,Lissette,2019-07-02,36,"Staten Island, Tompkinsville",2019,July
63360,Safe cute near subway& Manhattan NY NY retro style,Entire Home/Apt,Dennis & Naoko,2019-06-24,99,"Queens, Astoria",2019,June
63546,Large and Cozy Private Bedroom,Private Room,Antonín,2019-05-16,39,"Brooklyn, Kensington",2019,May
63610,DOMINIQUE'S NY mini efficiency* wifi*metro*quiet,Entire Home/Apt,Vie,2019-06-27,105,"Bronx, Eastchester",2019,June
63657,"Private, Large & Sunny Top Floor Apt  w/W&D",Entire Home/Apt,Renée,2019-06-25,135,"Brooklyn, Bedford-Stuyvesant",2019,June
63693,Cottage in the Village,Entire Home/Apt,Olivia,2019-06-19,390,"Manhattan, East Village",2019,June
64000,Williamsburg near soho. / loftbed,Private Room,Kristian & Di,2019-01-07,60,"Brooklyn, Williamsburg",2019,January
64107,BROOKLYN  STUDIO APARTMENT,Private Room,Niya,2019-06-24,100,"Brooklyn, Crown Heights",2019,June
64277,BEDROOM2 FOR RENT  10min from Manh,Private Room,Helene,2019-01-02,70,"Brooklyn, Bedford-Stuyvesant",2019,January
64314,cozy bedroom in lovely garden apt,Private Room,Debbie,2019-05-26,110,"Brooklyn, Crown Heights",2019,May
64365,Crown Heights Garden Apt.,Private Room,Anthony,2019-06-27,60,"Brooklyn, Crown Heights",2019,June
64707,Amazing  Sunny & Breezy Home In the Heart of  NYC,Entire Home/Apt,Tilly,2019-01-02,90,"Manhattan, Little Italy",2019,January
64837,ENJOY Downtown NYC!!,Private Room,Edward,2019-06-23,68,"Manhattan, East Village",2019,June
65019,Charming UWS Treehouse Apt,Entire Home/Apt,Claire,2019-07-06,115,"Manhattan, Upper West Side",2019,July
65268,Share a HOME - $75 for 1 bdrm/++ for 2 - Brooklyn,Private Room,Juhli,2019-01-05,75,"Brooklyn, Bedford-Stuyvesant",2019,January
65562,CHARMING EAST VILLAGE 2 (or 1) BR,Entire Home/Apt,Mary D,2019-01-03,129,"Manhattan, East Village",2019,January
65615,Farmhouse Apartment in Williamsburg,Entire Home/Apt,Valerie,2019-06-29,130,"Brooklyn, Williamsburg",2019,June
65660,Bright+Spacious Williamsburg Abode!,Entire Home/Apt,Larissa,2019-07-07,95,"Brooklyn, Williamsburg",2019,July
65813,"Suite Sugar Hill, Harlem, Private Rm in Hosted Apt",Private Room,Eric,2019-01-02,75,"Manhattan, Harlem",2019,January
66008,CHARMING CARROLL GARDENS APT.,Entire Home/Apt,Melissa,2019-07-01,190,"Brooklyn, Carroll Gardens",2019,July
66026,Private Bedroom Brownstone Brooklyn,Private Room,Alex,2019-06-30,49,"Brooklyn, Crown Heights",2019,June
66251,East Village Loft with Piano & Patio,Entire Home/Apt,Samir,2019-06-25,212,"Manhattan, East Village",2019,June
66275,Lower East Side Magic Room,Private Room,Tony,2019-06-23,95,"Manhattan, Lower East Side",2019,June
66451,**Fantastic Williamsburg Apt**,Entire Home/Apt,Luis Fernando,2019-02-16,140,"Brooklyn, Williamsburg",2019,February
66718,West Harlem Home Base - Eco-Apt.,Entire Home/Apt,Henning,2019-06-23,135,"Manhattan, Harlem",2019,June
66741,Charming Garden Apt in Park Slope,Entire Home/Apt,Stefano,2019-06-23,150,"Brooklyn, Park Slope",2019,June
66974,"Lovely, Modern, Garden Apartment",Entire Home/Apt,Jana,2019-07-01,190,"Brooklyn, Gowanus",2019,July
67288,Central Park 1BR sunny condo,Entire Home/Apt,Per,2019-06-15,124,"Manhattan, East Harlem",2019,June
67299,Cozy Garden Apartment  in Williamsburg,Entire Home/Apt,Adrienne,2019-05-06,135,"Brooklyn, Williamsburg",2019,May
67397,SoHa comfort-by NW Central Park!,Private Room,Elise,2019-06-22,122,"Manhattan, Morningside Heights",2019,June
68099,Cozy room in Upper West Side,Private Room,Deda,2019-06-25,109,"Manhattan, Upper West Side",2019,June
68403,The Cozy Brownstone Inn (discount)!,Entire Home/Apt,Naimah,2019-06-24,145,"Brooklyn, Bedford-Stuyvesant",2019,June
68735,Prewar Penthouse w Private Terrace,Entire Home/Apt,Violetta,2019-06-13,195,"Manhattan, Upper West Side",2019,June
68765,Designer 2.5 BR Loft in Carroll Gardens by Subway,Entire Home/Apt,Jenna,2019-06-27,250,"Brooklyn, Carroll Gardens",2019,June
68974,Unique spacious loft on the Bowery,Entire Home/Apt,Alicia,2019-06-20,575,"Manhattan, Little Italy",2019,June
69894,"Nice renovated apt, prime location!",Entire Home/Apt,Silvia,2019-06-11,150,"Manhattan, Upper West Side",2019,June
69921,Brooklyn Writer's Nook,Private Room,Joab,2019-06-29,70,"Brooklyn, Bushwick",2019,June
70095,Private Bedroom in Large NYC Apartment,Private Room,Mary And Geoff,2019-06-30,90,"Manhattan, Inwood",2019,June
70128,"Large, Sunny Room East Village NYC",Private Room,Eyal,2019-01-10,65,"Manhattan, East Village",2019,January
